Timestamp,Image Path,Lidar Data
2024-12-23 13:43:14,images/image_20241223_134314.png,"[1.8875212669372559, 1.8668872117996216, 1.8372917175292969, 0.30432096123695374, 0.3163813650608063, 0.3096109926700592, 0.2943078875541687, 0.3086378872394562, 0.2867288887500763, 0.29670798778533936, 0.30845898389816284, 0.2957879602909088, 0.30010905861854553, 0.2771439552307129, 0.27541178464889526, 0.2881365716457367, 0.27667945623397827, 0.2638126015663147, 0.2735978364944458, 0.26749610900878906, 0.2757609486579895, 0.2793842852115631, 0.29888632893562317, 0.3151524066925049, 0.320783406496048, 0.36181047558784485, 1.506022572517395, 1.4881958961486816, 1.495723843574524, 1.4919079542160034]"
2024-12-23 13:43:15,images/image_20241223_134314.png,"[1.8716633319854736, 1.8704055547714233, 1.8312013149261475, 0.3102889657020569, 0.3063744604587555, 0.30533367395401, 0.28547239303588867, 0.284098356962204, 0.2781907021999359, 0.29995018243789673, 0.27421629428863525, 0.2835194170475006, 0.2889186441898346, 0.2807227373123169, 0.2779236435890198, 0.28561699390411377, 0.28110939264297485, 0.2585170865058899, 0.2655886709690094, 0.264985054731369, 0.2818147838115692, 0.27927306294441223, 0.2894057333469391, 0.3020711839199066, 0.32310912013053894, 0.34839335083961487, 1.50342857837677, 1.499208927154541, 1.4773156642913818, 1.48245370388031]"
2024-12-23 13:43:15,images/image_20241223_134315.png,"[1.8810116052627563, 1.8713816404342651, 1.8353028297424316, 0.2977827191352844, 0.3061661124229431, 0.29562628269195557, 0.28219497203826904, 0.2885141372680664, 0.2904508113861084, 0.28729087114334106, 0.28032103180885315, 0.2989308834075928, 0.26628172397613525, 0.27444973587989807, 0.28737279772758484, 0.27421706914901733, 0.2613222599029541, 0.2656847834587097, 0.2738206684589386, 0.2659798264503479, 0.2688708007335663, 0.2827613651752472, 0.2777020037174225, 0.2909903824329376, 0.30799704790115356, 0.3312338888645172, 1.5158709287643433, 1.4886008501052856, 1.4850407838821411, 1.4836989641189575]"
2024-12-23 13:43:15,images/image_20241223_134315.png,"[1.8907451629638672, 1.8468363285064697, 1.8314768075942993, 0.317251980304718, 0.2914302945137024, 0.2945922315120697, 0.298333078622818, 0.2818112373352051, 0.28100982308387756, 0.29334235191345215, 0.2780691385269165, 0.2694453299045563, 0.30659669637680054, 0.2742466628551483, 0.2575242221355438, 0.2583634853363037, 0.2687476873397827, 0.27225473523139954, 0.24394507706165314, 0.24261347949504852, 0.2820487320423126, 0.24892395734786987, 0.27354690432548523, 0.2893335223197937, 0.30639269948005676, 0.32095327973365784, 0.32520005106925964, 1.4967108964920044, 1.495896577835083, 1.4677475690841675]"
2024-12-23 13:43:15,images/image_20241223_134315.png,"[1.887502908706665, 1.8562959432601929, 1.8238835334777832, 0.30000028014183044, 0.3039441704750061, 0.2967766225337982, 0.30036818981170654, 0.2813749313354492, 0.28759631514549255, 0.2868082821369171, 0.28239643573760986, 0.28047892451286316, 0.2671360373497009, 0.28118202090263367, 0.2564450800418854, 0.26873430609703064, 0.26117220520973206, 0.2661727964878082, 0.24771183729171753, 0.25149938464164734, 0.2602834105491638, 0.2562400698661804, 0.2877267599105835, 0.2781362235546112, 0.2959548830986023, 0.31423279643058777, 0.3406185805797577, 1.4924746751785278, 1.478811502456665, 1.4771804809570312]"
2024-12-23 13:43:15,images/image_20241223_134315.png,"[1.8745520114898682, 1.8453229665756226, 1.833882212638855, 0.2751512825489044, 0.2933313250541687, 0.29690632224082947, 0.2837965488433838, 0.27770882844924927, 0.2820303738117218, 0.2699103057384491, 0.2596302032470703, 0.2563023865222931, 0.24728693068027496, 0.2599043548107147, 0.28087911009788513, 0.27365007996559143, 0.2616952955722809, 0.24890555441379547, 0.26312345266342163, 0.254588782787323, 0.23996658623218536, 0.24636191129684448, 0.2544925808906555, 0.2631804049015045, 0.291378915309906, 0.3201886713504791, 0.32229161262512207, 1.474294900894165, 1.4796521663665771, 1.4661178588867188]"
2024-12-23 13:43:15,images/image_20241223_134315.png,"[1.8678545951843262, 1.840638518333435, 1.8130940198898315, 0.29171353578567505, 0.3089092969894409, 0.29222074151039124, 0.28314295411109924, 0.2794898450374603, 0.25278568267822266, 0.272034227848053, 0.26825273036956787, 0.2710159718990326, 0.24241626262664795, 0.251242071390152, 0.2647892236709595, 0.26306307315826416, 0.2444031834602356, 0.2522786855697632, 0.23790791630744934, 0.2556731402873993, 0.25410476326942444, 0.24807611107826233, 0.2511906325817108, 0.2621055245399475, 0.2765457034111023, 0.29168325662612915, 0.31717589497566223, 0.31781864166259766, 1.4784144163131714, 1.4605571031570435]"
2024-12-23 13:43:16,images/image_20241223_134315.png,"[1.8713191747665405, 1.8412727117538452, 1.803380012512207, 0.2746143937110901, 0.2853809595108032, 0.27364563941955566, 0.29231247305870056, 0.28090786933898926, 0.269773006439209, 0.2783094644546509, 0.27249306440353394, 0.2562686800956726, 0.24493959546089172, 0.2659943401813507, 0.2557597756385803, 0.2523900270462036, 0.2381853312253952, 0.26204589009284973, 0.2440892457962036, 0.2367071807384491, 0.253593772649765, 0.24254147708415985, 0.23264174163341522, 0.23229873180389404, 0.2505739629268646, 0.28131386637687683, 0.3083384335041046, 0.3231301009654999, 1.4758552312850952, 1.4551782608032227]"
2024-12-23 13:43:16,images/image_20241223_134316.png,"[1.8560110330581665, 1.8125931024551392, 1.8186639547348022, 0.30538704991340637, 0.2717634439468384, 0.26777371764183044, 0.28567731380462646, 0.2503598928451538, 0.27893194556236267, 0.27649009227752686, 0.2517561912536621, 0.26347821950912476, 0.2650739550590515, 0.24199572205543518, 0.24970050156116486, 0.245106503367424, 0.26391443610191345, 0.22880861163139343, 0.24686560034751892, 0.23106859624385834, 0.24912169575691223, 0.23950113356113434, 0.2568867802619934, 0.23563924431800842, 0.27400392293930054, 0.2736588418483734, 0.29487577080726624, 0.3135671019554138, 1.4598132371902466, 1.4496302604675293]"
2024-12-23 13:43:16,images/image_20241223_134316.png,"[1.8583887815475464, 1.829628586769104, 1.800524115562439, 0.28145480155944824, 0.28208059072494507, 0.27273309230804443, 0.27208906412124634, 0.27285489439964294, 0.24829305708408356, 0.24932490289211273, 0.2503005266189575, 0.25977128744125366, 0.2508029639720917, 0.24096271395683289, 0.262926310300827, 0.2261306196451187, 0.252920538187027, 0.2471574991941452, 0.24352099001407623, 0.269671767950058, 0.24501001834869385, 0.22867245972156525, 0.2331221103668213, 0.2366228699684143, 0.2676641643047333, 0.25943005084991455, 0.27369624376296997, 0.29920515418052673, 0.32517194747924805, 1.4695744514465332]"
2024-12-23 13:43:16,images/image_20241223_134316.png,"[1.8622634410858154, 1.8171250820159912, 1.7895394563674927, 0.27888229489326477, 0.27663034200668335, 0.2564156651496887, 0.2495039999485016, 0.25901126861572266, 0.24888791143894196, 0.2747492790222168, 0.26522931456565857, 0.2501617670059204, 0.23776504397392273, 0.24611784517765045, 0.23268352448940277, 0.2445073127746582, 0.24809259176254272, 0.2517758309841156, 0.23004473745822906, 0.2462472915649414, 0.24480752646923065, 0.22841548919677734, 0.2358703464269638, 0.22996723651885986, 0.2534012496471405, 0.2509332597255707, 0.2750702202320099, 0.29556867480278015, 0.3129846155643463, 1.4605573415756226]"
2024-12-23 13:43:17,images/image_20241223_134316.png,"[1.8693656921386719, 1.8080062866210938, 1.7975730895996094, 0.2788304090499878, 0.2725341022014618, 0.2600440979003906, 0.2704201936721802, 0.256864458322525, 0.2594117522239685, 0.23842979967594147, 0.26088109612464905, 0.23186984658241272, 0.2519703209400177, 0.2321205735206604, 0.2341427505016327, 0.2376418113708496, 0.22509555518627167, 0.23183943331241608, 0.23537762463092804, 0.23188051581382751, 0.22987836599349976, 0.22486808896064758, 0.19260400533676147, 0.24182111024856567, 0.24676413834095, 0.2252485454082489, 0.24589960277080536, 0.27281737327575684, 0.2962973415851593, 1.4632974863052368]"
2024-12-23 13:43:17,images/image_20241223_134317.png,"[1.840452790260315, 1.8107380867004395, 1.8133476972579956, 1.760553240776062, 0.25811734795570374, 0.2534012198448181, 0.2580100893974304, 0.2517157793045044, 0.24681071937084198, 0.2512473165988922, 0.22705036401748657, 0.2379508912563324, 0.23820872604846954, 0.23447275161743164, 0.2536555230617523, 0.24682305753231049, 0.23643581569194794, 0.23145243525505066, 0.24046297371387482, 0.22748343646526337, 0.23497900366783142, 0.23082268238067627, 0.23361875116825104, 0.23226015269756317, 0.2240159511566162, 0.24266982078552246, 0.23793213069438934, 0.26642629504203796, 0.28491538763046265, 0.3254782259464264]"
2024-12-23 13:43:17,images/image_20241223_134317.png,"[1.8268300294876099, 1.7867181301116943, 1.8076739311218262, 1.7747092247009277, 0.24586717784404755, 0.2635422945022583, 0.26928943395614624, 0.2514926493167877, 0.23877565562725067, 0.2295781672000885, 0.25594091415405273, 0.24455904960632324, 0.24040572345256805, 0.23088592290878296, 0.21839775145053864, 0.23946510255336761, 0.21403560042381287, 0.226413756608963, 0.21750889718532562, 0.22260768711566925, 0.24934931099414825, 0.21533027291297913, 0.21541035175323486, 0.23045556247234344, 0.2223697155714035, 0.23223401606082916, 0.2547486424446106, 0.24729296565055847, 0.29046157002449036, 0.30083176493644714]"
2024-12-23 13:43:17,images/image_20241223_134317.png,"[1.837387204170227, 1.8042798042297363, 1.7814081907272339, 1.7660350799560547, 0.24801452457904816, 0.2424299418926239, 0.2477748543024063, 0.2529083490371704, 0.23917795717716217, 0.24843886494636536, 0.22458747029304504, 0.24016167223453522, 0.22870075702667236, 0.2358746975660324, 0.22584201395511627, 0.23837392032146454, 0.2283983677625656, 0.22361384332180023, 0.21746884286403656, 0.22669865190982819, 0.2241511195898056, 0.2234218418598175, 0.2174651026725769, 0.220834881067276, 0.22576436400413513, 0.22391091287136078, 0.2347496896982193, 0.25042492151260376, 0.2595467269420624, 0.28025102615356445]"
2024-12-23 13:43:17,images/image_20241223_134317.png,"[1.8352729082107544, 1.8047031164169312, 1.7872846126556396, 1.74968683719635, 0.24630580842494965, 0.23965445160865784, 0.25324925780296326, 0.25041988492012024, 0.2430141121149063, 0.22841981053352356, 0.2453283965587616, 0.243123859167099, 0.23793667554855347, 0.23732654750347137, 0.21797454357147217, 0.23721469938755035, 0.22684943675994873, 0.2420840710401535, 0.22855032980442047, 0.22733260691165924, 0.20597977936267853, 0.22505225241184235, 0.21947109699249268, 0.22804316878318787, 0.2245556116104126, 0.20572519302368164, 0.2197994887828827, 0.24272078275680542, 0.24539302289485931, 0.26403576135635376]"
2024-12-23 13:43:18,images/image_20241223_134317.png,"[1.8278626203536987, 1.8015756607055664, 1.7860136032104492, 1.7647851705551147, 0.2594200670719147, 0.23394180834293365, 0.236338809132576, 0.23877553641796112, 0.2345428168773651, 0.23486170172691345, 0.22697743773460388, 0.23847347497940063, 0.22964569926261902, 0.23228153586387634, 0.22397232055664062, 0.2175147831439972, 0.2314840704202652, 0.21424147486686707, 0.22332975268363953, 0.21949398517608643, 0.22676114737987518, 0.22567443549633026, 0.22624477744102478, 0.21963930130004883, 0.20654776692390442, 0.20148593187332153, 0.18276174366474152, 0.21070927381515503, 0.23084552586078644, 0.2535989284515381]"
2024-12-23 13:43:18,images/image_20241223_134318.png,"[1.8230081796646118, 1.790867567062378, 1.7752916812896729, 1.7445429563522339, 0.272537499666214, 0.21670663356781006, 0.2547691762447357, 0.2207837551832199, 0.22069662809371948, 0.24978287518024445, 0.23016676306724548, 0.21688346564769745, 0.24105998873710632, 0.23262709379196167, 0.22344288229942322, 0.20870737731456757, 0.22447894513607025, 0.2260904163122177, 0.2180861085653305, 0.20935596525669098, 0.2177479863166809, 0.2214115560054779, 0.20798541605472565, 0.2140195220708847, 0.20155614614486694, 0.20541955530643463, 0.19745676219463348, 0.20349399745464325, 0.23569577932357788, 0.26259979605674744]"
2024-12-23 13:43:18,images/image_20241223_134318.png,"[1.8259919881820679, 1.7994787693023682, 1.758557677268982, 1.7220501899719238, 0.23550261557102203, 0.2316102236509323, 0.22837772965431213, 0.23704445362091064, 0.22923517227172852, 0.21601246297359467, 0.21376673877239227, 0.2437811642885208, 0.22792208194732666, 0.22158683836460114, 0.21062400937080383, 0.20696227252483368, 0.21862338483333588, 0.2330807000398636, 0.2104431688785553, 0.20387396216392517, 0.2186456173658371, 0.21216505765914917, 0.2153918445110321, 0.2071569263935089, 0.22224536538124084, 0.20350441336631775, 0.19830943644046783, 0.2122630923986435, 0.20301394164562225, 0.22831031680107117]"
2024-12-23 13:43:18,images/image_20241223_134318.png,"[1.8205373287200928, 1.7918601036071777, 1.743970274925232, 1.7541249990463257, 0.25191766023635864, 0.2302003651857376, 0.24646343290805817, 0.22108113765716553, 0.2339993417263031, 0.24233289062976837, 0.23218131065368652, 0.2168160229921341, 0.2056114375591278, 0.214106947183609, 0.21712979674339294, 0.20731811225414276, 0.20893064141273499, 0.2043599635362625, 0.21207597851753235, 0.20440691709518433, 0.21394485235214233, 0.19415251910686493, 0.21464985609054565, 0.21490147709846497, 0.2075340300798416, 0.19959378242492676, 0.19777825474739075, 0.19159206748008728, 0.21975024044513702, 0.22369283437728882]"
2024-12-23 13:43:19,images/image_20241223_134318.png,"[1.819793939590454, 1.7802073955535889, 1.747538447380066, 1.7429298162460327, 0.24485650658607483, 0.2325616180896759, 0.23398727178573608, 0.21641714870929718, 0.22493906319141388, 0.22674468159675598, 0.21334178745746613, 0.21571378409862518, 0.20262128114700317, 0.20234514772891998, 0.20907904207706451, 0.22022558748722076, 0.22868701815605164, 0.2169225960969925, 0.19480346143245697, 0.17387709021568298, 0.2009202390909195, 0.20500104129314423, 0.20646823942661285, 0.20767171680927277, 0.2061309665441513, 0.19595789909362793, 0.18888463079929352, 0.2031668871641159, 0.2197655588388443, 0.19851891696453094]"
